,Name,comment,ID,Year,Rank,Average,Users rated,comment_length,sentiment,averageweight,maxplayers,minage,minplayers,minplaytime,owned,playingtime,stddev,trading,wanting,wishing,yearpublished,boardgamedesigner2,boardgamepublisher2,suggested_language_dependence3,cat1,cat2,cat3,other cat,mech1,mech2,mech3,other mech
202,Flamme Rouge,895,199478,2016,216,7.58,6593,253.50055865921792,0.12087572419751275,1.6855,4,8,2,30,8921,45,1.27694,60,742,2612,2016,Asger Harding Granerud,"Lautapelit.fi, Conclave Editora, Devir, FoxGames, Gigamic, HOT Games, Lavka Games, MESAboardgames, Playagame Edizioni, Reflexshop, Stronghold Games",No necessary in-game text,Racing, Sports,,,Hand Management, Modular Board, Simulation, Simultaneous Action Selection
203,Eight-Minute Empire,982,131366,2012,1054,6.61,6592,166.4979633401222,0.08888052069742082,1.6269999999999998,5,13,2,8,8158,20,1.15656,314,188,915,2012,Ryan Laukat,"Red Raven Games, 999 Games, Bard Centrum Gier, Brain Games, Competo / Marektoy, Devir, dV Giochi, Hobby Japan, Hobby World, Ideal Board Games, IELLO, Kaissa Chess & Games, Laser plus, MINDOK, Piatnik, Schwerkraft-Verlag, Swan Panasia Co., Ltd.",No necessary in-game text,Territory Building,,,,Area Control / Area Influence, Area Movement, Card Drafting, Set Collection
204,Bärenpark,879,219513,2017,306,7.38,6588,202.28213879408418,0.1342051477783211,1.7164,4,8,2,30,9385,45,1.04775,104,754,2554,2017,Phil Walker Harding,"Lookout Games, 999 Games, Funforge, GaGa Games, GoKids 玩樂小子, Hobby Japan, Korea Boardgames co., Ltd., Lacerta, Lanlalen, Ludofy Creative, Maldito Games, Mayfair Games, uplay.it edizioni",No necessary in-game text,Animals, Puzzle,,,Card Drafting, Set Collection, Tile Placement,
205,Ethnos,983,206718,2017,230,7.52,6556,266.67039674465923,0.0853272785654186,2.0089,6,14,2,45,8409,60,1.21794,109,577,2378,2017,Paolo Mori,"Asterion Press, BoardM Factory, CMON Limited, Delta Vision Publishing, Edge Entertainment, Lavka Games, Portal Games, REXhry, 株式会社ケンビル (KenBill)",Some necessary text - easily memorized or small crib sheet,Fantasy,,,,Area Control / Area Influence, Card Drafting, Hand Management, Set Collection
206,Mr. Jack Pocket,1102,72287,2010,670,6.95,6539,145.48094373865695,0.10024795842682208,1.8194,2,14,2,15,10795,15,1.1864,252,150,846,2010,Bruno Cathala    Ludovic Maublanc,"Hurrican, hobbity.eu",No necessary in-game text,Bluffing, Deduction, Murder/Mystery, Post-Napoleonic,Modular Board,,,
207,Twilight Imperium (Fourth Edition),856,233078,2017,10,8.73,6534,308.2943925233645,0.11564616081839167,4.1891,6,14,3,240,9526,480,1.58244,43,736,4920,2017,Dane Beltrami    Corey Konieczka    Christian T  Petersen,"Fantasy Flight Games, ADC Blackfire Entertainment, Asmodee, Asterion Press, Edge Entertainment, Galakta, Galápagos Jogos, Hobby World, Playfun Games",Extensive use of text - massive conversion needed to be playable,Civilization, Economic, Negotiation," Political, Science Fiction, Space Exploration, Wargame",Area Control / Area Influence, Area-Impulse, Dice Rolling," Grid Movement, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting"
208,Oh My Goods!,890,183840,2015,615,7.01,6528,238.21235955056176,0.08227255828944477,2.2403,4,10,2,30,12740,30,1.1809,268,201,916,2015,Alexander Pfister,"999 Games, Compaya.hu - Gamer Café Kft., GaGa Games, GoKids 玩樂小子, Hobby Japan, Kaissa Chess & Games, Lacerta, Lookout Games, Ludicus, Mayfair Games, MINDOK, Österreichisches Spiele Museum e.V., PaperGames (III), SD Games, uplay.it edizioni, Vagabund",No necessary in-game text,Card Game, Economic, Medieval,,Action / Movement Programming, Hand Management, Press Your Luck, Set Collection
209,Timeline: Inventions,857,85256,2010,930,6.71,6484,157.06651108518088,0.12134220639883216,1.1115,8,8,2,15,10820,15,1.1606,137,96,632,2010,Frédéric Henry,"Asmodee, Asterion Press, Esdevium, Galápagos Jogos, Gém Klub Kft., Hazgaard Editions, Kaissa Chess & Games, Lifestyle Boardgames Ltd, More Fun Co., Ltd., Rebel, REXhry, Zygomatic",Moderate in-game text - needs crib sheet or paste ups,Card Game, Educational, Trivia,,,,,
210,Mystic Vale,993,194607,2016,378,7.3,6464,261.4380664652568,0.1242573442994591,2.3111,4,14,2,45,9963,45,1.3055,216,314,1844,2016,John D  Clair,"Alderac Entertainment Group, Angry Lion Games, Pegasus Spiele, Raven Distribution",Moderate in-game text - needs crib sheet or paste ups,Card Game, Fantasy,,,Deck / Pool Building, Press Your Luck,,
211,Archipelago,1154,105551,2012,314,7.38,6441,342.21230502599656,0.05576595888670298,3.7358,5,14,2,30,8535,240,1.56564,207,795,3498,2012,Christophe Boelinger,"Ludically, Asmodee",Moderate in-game text - needs crib sheet or paste ups,Civilization, Economic, Exploration," Nautical, Negotiation, Renaissance",Area Control / Area Influence, Auction/Bidding, Commodity Speculation," Modular Board, Tile Placement, Trading, Worker Placement"
212,Cacao,873,171499,2015,513,7.12,6364,171.7709049255441,0.1331489298531338,1.8212,4,8,2,45,8256,45,1.05102,130,247,1129,2015,Phil Walker Harding,"ABACUSSPIELE, G3, 999 Games, Albi, Cranio Creations, cutia.ro, Devir, Fantasmagoria, Filosofia Éditions, Gém Klub Kft., GoKids 玩樂小子, Korea Boardgames co., Ltd., Lautapelit.fi, uplay.it edizioni, White Goblin Games, Z-Man Games, Inc.",No necessary in-game text,Economic, Farming, Territory Building,,Area Control / Area Influence, Hand Management, Tile Placement,
213,Airlines Europe,1335,90419,2011,338,7.33,6322,230.48764044943817,0.11798124996558647,2.4367,5,10,2,75,7350,75,1.1838,186,548,1914,2011,Alan R  Moon,"ABACUSSPIELE, Competo / Marektoy, Filosofia Éditions, G3, Hobby Japan, Hobby World, Rio Grande Games",No necessary in-game text,Aviation / Flight, Economic,,,Card Drafting, Route/Network Building, Set Collection, Stock Holding
214,Rhino Hero,977,91514,2011,661,6.96,6317,125.62231320368477,0.12540697456941025,1.0261,5,5,2,5,10955,15,1.16792,135,166,844,2011,Scott Frisco    Steven Strumpf,"HABA, Hobby World, Korea Boardgames co., Ltd., Reflexshop, Sugorokuya, Swan Panasia Co., Ltd.",No necessary in-game text,Action / Dexterity, Animals," ""Childrens Game""", Party Game,Hand Management,,,
215,The Game,944,173090,2015,921,6.72,6308,173.5635593220339,0.05365075275356102,1.2559,5,8,1,20,9771,20,1.30974,158,79,575,2015,Steffen Benndorf,"Nürnberger-Spielkarten-Verlag, Pandasaurus Games, Arclight, dV Giochi, Game Factory, IDW Games, MINDOK, Morapiaf, Oya, Popcorn Games, Swan Panasia Co., Ltd., White Goblin Games",No necessary in-game text,Card Game, Number,,,Cooperative Play, Hand Management,,
216,Rococo,848,144344,2013,203,7.58,6236,290.64150943396226,0.12020325614837313,3.1047,5,12,2,60,7434,120,1.15757,68,737,2153,2013,Matthias Cramer    Stefan Malz    Louis Malz,"eggertspiele, Arclight, Delta Vision Publishing, Eagle-Gryphon Games, Filosofia Éditions, hobbity.eu, Pegasus Spiele, White Goblin Games, Zvezda",No necessary in-game text,Age of Reason, Economic,,,Area Control / Area Influence, Card Drafting, Deck / Pool Building," Hand Management, Set Collection"
217,Flick 'em Up!,904,169124,2015,607,7.03,6214,169.1172566371681,0.12004321131569592,1.3374,10,7,2,30,11961,45,1.25292,390,483,2227,2015,Gaëtan Beaujannot    Jean Yves Monpertuis,"Pretzel Games, Bergsala Enigma, Filosofia Éditions, Galápagos Jogos, Ghenos Games, Lacerta, Ludonova, One Moment Games, Z-Man Games, Inc.",No necessary in-game text,Action / Dexterity, American West, Fighting,,Partnerships, Pick-up and Deliver,,
218,Broom Service,920,172308,2015,431,7.22,6158,258.2554347826087,0.11130795873800997,2.3897,5,10,2,30,10322,75,1.22316,245,355,1497,2015,Andreas Pelikan    Alexander Pfister,"alea, Ravensburger Spieleverlag GmbH, Arclight, Broadway Toys LTD, Grow Jogos e Brinquedos, Hobby World",Some necessary text - easily memorized or small crib sheet,Fantasy,,,,Area Movement, Hand Management, Pick-up and Deliver," Set Collection, Simultaneous Action Selection"
219,Spartacus: A Game of Blood & Treachery,935,128671,2012,308,7.46,6156,259.57860962566843,0.09067220124694776,2.7062,4,17,3,120,8199,180,1.52416,230,189,1091,2012,Aaron Dill    John Kovaleski    Sean Sweigart,"Gale Force Nine, LLC, A1 Games, Battlefront Miniatures Ltd, Games Factory Publishing, Heidelberger Spieleverlag, Kronos Games (Krogam), Marabunta, Zvezda",Moderate in-game text - needs crib sheet or paste ups,Ancient, Fighting, Miniatures," Movies / TV / Radio theme, Negotiation",Auction/Bidding, Betting/Wagering, Dice Rolling," Grid Movement, Hand Management, Trading, Variable Player Powers"
220,Deus,952,162082,2014,330,7.35,6122,305.5304621848739,0.09018547096146916,2.8478,4,14,2,60,7368,90,1.21081,206,415,1801,2014,Sébastien Dujardin,"Pearl Games, Asmodee, Asterion Press, Heidelberger Spieleverlag, Hobby Japan",Moderate in-game text - needs crib sheet or paste ups,Civilization, Mythology,,,Area Control / Area Influence, Grid Movement, Hand Management," Modular Board, Route/Network Building"
221,Among the Stars,1207,110277,2012,484,7.14,6120,229.79204639602318,0.10070656178519033,2.2353,4,12,2,30,8564,30,1.19822,429,368,2061,2012,Vangelis Bagiartakis,"Artipia Games, Portal Games, Schwerkraft-Verlag, Stronghold Games",Moderate in-game text - needs crib sheet or paste ups,Card Game, City Building, Science Fiction,,Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers
222,Tiny Epic Kingdoms,955,148951,2014,1082,6.64,6118,189.4596858638744,0.0714763574961382,2.0798,5,13,2,30,14215,45,1.27625,589,134,972,2014,Scott Almes,"Gamelyn Games, (Web published), Fullcap Games, GaGa Games, Giochix.it, HomoLudicus, MYBG Co., Ltd., REXhry, Schwerkraft-Verlag",Some necessary text - easily memorized or small crib sheet,Bluffing, Civilization, Fantasy," Fighting, Medieval, Print & Play",Action Point Allowance System, Area Control / Area Influence, Area Movement," Auction/Bidding, Take That, Variable Phase Order, Variable Player Powers, Worker Placement"
223,Burgle Bros.,953,172081,2015,200,7.62,6065,215.23294858342084,0.1276306755627428,2.2772,4,12,1,45,10927,90,1.16238,149,893,3774,2015,Tim Fowers,"Fowers Games, (Self-Published), 2Tomatoes",Moderate in-game text - needs crib sheet or paste ups,Exploration, Maze, Spies/Secret Agents,,Action Point Allowance System, Cooperative Play, Dice Rolling," Grid Movement, Modular Board, Variable Player Powers"
224,Pandemic: Iberia,785,198928,2016,81,7.99,6061,210.95159235668788,0.18893881254926773,2.6316,5,8,2,45,11893,45,1.1658,157,317,1750,2016,Jesús Torres Castro    Matt Leacock,"Asterion Press, Devir, Filosofia Éditions, Hobby Japan, Z-Man Games, Inc.",Some necessary text - easily memorized or small crib sheet,Medical,,,,Action Point Allowance System, Cooperative Play, Hand Management," Point to Point Movement, Set Collection, Trading, Variable Player Powers"
225,Celestia,834,175117,2015,623,7.04,6014,161.86450839328538,0.12048117142523355,1.3333,6,8,2,30,8456,30,1.18905,108,292,1582,2015,Aaron Weissblum,"BLAM !, ABBA Games, ADC Blackfire Entertainment, Arclight, AURUM, Inc., Blackrock Games, Ghenos Games, Heidelberger Spieleverlag, hobbity.eu, Jolly Thinkers, Lanlalen, Ludofy Creative, Quick Simple Fun Games, Zhiyanjia",No necessary in-game text,Adventure, Aviation / Flight, Card Game, Fantasy,Betting/Wagering, Dice Rolling, Press Your Luck,
226,Forbidden Stars,851,175155,2015,85,7.99,6007,290.62044653349,0.10944358282017487,3.7929,4,14,2,120,10236,180,1.43141,240,587,2715,2015,Samuel Bailey    James Kniffen    Corey Konieczka,"Fantasy Flight Games, Asterion Press, Edge Entertainment, Galakta, Heidelberger Spieleverlag",Extensive use of text - massive conversion needed to be playable,Bluffing, Fighting, Miniatures," Science Fiction, Wargame",Area Control / Area Influence, Dice Rolling, Hand Management," Modular Board, Variable Player Powers"
227,Lancaster,1010,96913,2011,277,7.45,5996,261.1524752475248,0.10228779447066264,2.9877,5,10,2,60,6968,60,1.18507,245,382,1497,2011,Matthias Cramer,Queen Games,No necessary in-game text,Medieval,,,,Area Control / Area Influence, Auction/Bidding, Voting, Worker Placement
228,Morels,1141,122298,2012,637,7.03,5993,193.7554776511832,0.11394900640473216,1.7361,2,10,2,30,10329,30,1.204,251,338,1477,2012,Brent Povis,"Two Lanterns Games, Bright World Games, Fantasmagoria, HomoLudicus, MYBG Co., Ltd., PaperGames (III), Pegasus Spiele, Rebel",No necessary in-game text,Card Game, Educational,,,Card Drafting, Hand Management, Set Collection,
229,Dinosaur Island,991,221194,2017,117,7.9,5966,290.46619576185674,0.10410218978092983,2.9795,4,8,1,90,11477,120,1.3553,120,819,3388,2017,Jonathan Gilmour    Brian Lewis,"Pandasaurus Games, Angry Lion Games, Hobby World, Meeple BR Jogos",Moderate in-game text - needs crib sheet or paste ups,Economic, Science Fiction,,,Action Point Allowance System, Dice Rolling, Set Collection," Tile Placement, Worker Placement"
230,London (first edition),1275,65781,2010,305,7.38,5965,294.3835294117647,0.10643078567526228,2.8826,4,13,2,90,5575,90,1.2595,195,317,1304,2010,Martin Wallace,"Treefrog Games, Osprey Games",Moderate in-game text - needs crib sheet or paste ups,City Building, Economic,,,Card Drafting, Hand Management,,
231,Smash Up: Awesome Level 9000,478,134726,2013,421,7.3,5952,96.92887029288704,0.13732813815045378,2.1302,2,12,2,45,16009,45,1.31764,389,70,582,2013,Paul Peterson,"Alderac Entertainment Group, Bard Centrum Gier, Edge Entertainment, Galápagos Jogos, Hobby World, IELLO, Kaissa Chess & Games, Pegasus Spiele, uplay.it edizioni",Extensive use of text - massive conversion needed to be playable,Card Game, Fantasy, Horror," Humor, Spies/Secret Agents",Area Control / Area Influence, Hand Management, Take That, Variable Player Powers
232,Hanamikoji,880,158600,2013,233,7.55,5907,193.7829545454545,0.12099840945276667,1.7447,2,10,2,15,10432,15,1.14898,102,418,2156,2013,Kota Nakayama  中山 宏太,"EmperorS4, Takamagahara, COLON ARC, Deep Water Games, IELLO, KOSMOS, Ludicus, Nasza Księgarnia, PopcornEdu, Quick Simple Fun Games, Reflexshop, White Goblin Games",No necessary in-game text,Card Game, Medieval,,,Area Control / Area Influence, Card Drafting, Hand Management,
233,Onirim (second edition),994,156336,2014,515,7.15,5904,177.60965794768612,0.09602849710603636,1.5941,2,14,1,15,9061,15,1.33738,210,243,1684,2014,Shadi Torbey,"Filosofia Éditions, Hobby Japan, Pegasus Spiele, Z-Man Games, Inc.",No necessary in-game text,Card Game, Exploration, Fantasy,,Card Drafting, Cooperative Play, Hand Management, Set Collection
234,Pandemic: Reign of Cthulhu,775,192153,2016,322,7.45,5836,222.3470967741936,0.14347319462235258,2.129,4,14,2,40,10757,40,1.24014,152,295,1987,2016,Matt Leacock    Chuck D  Yager,"Z-Man Games, Inc., Asmodee, Asterion Press, Devir, Filosofia Éditions, Hobby Japan, Kaissa Chess & Games, Lacerta",Moderate in-game text - needs crib sheet or paste ups,Horror, Mythology, Novel-based,,Action Point Allowance System, Cooperative Play, Hand Management," Point to Point Movement, Set Collection, Trading, Variable Player Powers"
235,Yokohama,829,196340,2016,88,7.92,5832,267.9794933655006,0.140488956942023,3.302,4,14,2,90,8959,90,1.1205,101,563,1986,2016,Hisashi Hayashi,"OKAZU Brand, Tasty Minstrel Games, 2Tomatoes, BoardM Factory, Cranio Creations, 德斯克 (Dexker Games), dlp games, Playfun Games",Some necessary text - easily memorized or small crib sheet,Economic,,,,Grid Movement, Modular Board, Route/Network Building," Set Collection, Worker Placement"
236,Wingspan,840,266192,2019,60,8.14,5821,339.9928571428572,0.17730546520292176,2.3642,5,10,1,40,10070,70,1.37079,42,1260,6127,2019,Elizabeth Hargrave,"Stonemaier Games, 999 Games, Delta Vision Publishing, Feuerland Spiele, Ghenos Games, Lavka Games, Ludofy Creative, Maldito Games, Matagot, Rebel, ""Surfin Meeple China""",Extensive use of text - massive conversion needed to be playable,Animals, Card Game, Dice," Economic, Educational",Card Drafting, Dice Rolling, Hand Management, Set Collection
237,Kingdom Death: Monster,1119,55690,2015,32,8.81,5806,327.9964253798034,0.107041928904148,4.2429,4,17,1,60,8262,180,1.93745,46,611,4185,2015,Adam Poots,Kingdom Death,Extensive use of text - massive conversion needed to be playable,Adventure, Fantasy, Horror," Mature / Adult, Miniatures, Mythology",Cooperative Play, Dice Rolling, Grid Movement," Role Playing, Storytelling"
238,Exit: The Game – The Abandoned Cabin,689,203420,2016,180,7.67,5786,214.3701015965167,0.14912566955722928,2.5823,6,12,1,60,9353,120,1.2407,136,132,864,2016,Inka Brand    Markus Brand,"KOSMOS, 999 Games, Devir, Galakta, Giochi Uniti, IELLO, Kaissa Chess & Games, Korea Boardgames co., Ltd., Lautapelit.fi, Piatnik, Zvezda",Unplayable in another language,Deduction, Puzzle, Real-time,,Cooperative Play,,,
239,Exploding Kittens: NSFW Deck,662,172242,2015,2464,6.18,5762,127.52265861027193,0.06014463745620428,1.0758,5,18,2,10,15710,20,1.7846099999999998,329,15,276,2015,Matthew Inman    Elan Lee    Shane Small,"(Self-Published), Asmodee",Some necessary text - easily memorized or small crib sheet,Animals, Card Game, Comic Book / Strip," Humor, Mature / Adult",Hand Management, Player Elimination, Press Your Luck," Set Collection, Take That"
240,Fields of Arle,851,159675,2014,52,8.14,5720,268.2726204465335,0.12310163623504985,3.8962,2,13,1,60,9153,120,1.27359,134,950,3650,2014,Uwe Rosenberg,"Feuerland Spiele, 999 Games, Filosofia Éditions, Games Factory Publishing, Korea Boardgames co., Ltd., Maldito Games, テンデイズゲームズ (Ten Days Games), Z-Man Games, Inc.",Some necessary text - easily memorized or small crib sheet,Economic, Farming, Industry / Manufacturing,,Worker Placement,,,
241,Tides of Time,879,176229,2015,934,6.72,5671,150.11490329920363,0.09356805188264224,1.6034,2,8,2,15,9322,20,1.16374,431,102,828,2015,Kristian Čurla,"Portal Games, Edge Entertainment, FunBox Jogos, Gém Klub Kft., Pegasus Spiele, REXhry, uplay.it edizioni",Some necessary text - easily memorized or small crib sheet,Ancient, Card Game, Civilization,,Card Drafting, Set Collection,,
