,index,Name,comment,ID,Year,Rank,Average,Users rated,comment_length,Good_bad,sentiment,averageweight,maxplayers,minage,minplayers,minplaytime,owned,playingtime,stddev,trading,wanting,wishing,yearpublished,boardgamedesigner2,boardgamecategory2,boardgamemechanic2,boardgamepublisher2,suggested_language_dependence3,Strategy Game Rank,Family Game Rank,mech1,mech2,mech3,other mech,playingtime_cat
14093,14093,The Adventurers: The Pyramid of Horus,456,98315,2011,1452,6.79,1813,204.1929824561404,Bad,0.1227557158096329,1.7523,6,13,2,45,2877,45,1.19271,87,168,559,2011,Guillaume Blossier    Frédéric Henry,"Adventure, Ancient, Exploration, Miniatures","Action Point Allowance System, Dice Rolling, Grid Movement, Pick-up and Deliver, Press Your Luck, Variable Player Powers","Dust Games, Edge Entertainment, Fantasy Flight Games, Kaissa Chess & Games",No necessary in-game text,,383.0,Action Point Allowance System, Dice Rolling, Grid Movement," Pick-up and Deliver, Press Your Luck, Variable Player Powers",2_31-60
14202,14202,The Boss,351,85005,2010,1239,6.86,2000,192.2250712250712,Bad,0.08289619463127704,1.7852,4,10,2,40,2299,40,1.24643,63,62,323,2010,Alain Ollier,"Bluffing, Card Game, Deduction, Mafia","Area Control / Area Influence, Auction/Bidding","Blackrock Games, ABBA Games, Blue Orange Games, Heidelberger Spieleverlag, Jolly Thinkers, Magellan, Mancalamaro, Playhouse Ltd, Raven Distribution",No necessary in-game text,,306.0,Area Control / Area Influence, Auction/Bidding,,,2_31-60
14212,14212,The Builders: Antiquity,155,161226,2015,1901,6.83,978,171.33548387096775,Bad,0.07850002141658888,1.9184,4,10,2,30,2197,30,1.15247,69,51,200,2015,Frédéric Henry,"Ancient, City Building","Action Point Allowance System, Card Drafting, Set Collection","Bombyx, Asmodee, Gém Klub Kft., Rebel",No necessary in-game text,,490.0,Action Point Allowance System, Card Drafting, Set Collection,,1_<= 30
14213,14213,The Builders: Middle Ages,498,144553,2013,1481,6.52,3385,176.64658634538154,Bad,0.08024169229110087,1.7877,4,10,2,30,5326,30,1.178,230,54,353,2013,Frédéric Henry,"City Building, Medieval","Action Point Allowance System, Card Drafting, Set Collection","Asmodee, Asterion Press, Bombyx, Gém Klub Kft., GoKids 玩樂小子, Rebel",No necessary in-game text,,420.0,Action Point Allowance System, Card Drafting, Set Collection,,1_<= 30
14230,14230,The Castles of Burgundy: The Dice Game,293,232988,2017,1187,6.97,1770,197.2320819112628,Bad,0.12445818842327375,1.8065,5,10,1,15,3829,30,1.23784,60,135,552,2017,Stefan Feld    Christoph Toussaint,"City Building, Dice, Economic, Medieval, Territory Building","Dice Rolling, Paper-and-Pencil","alea, Ravensburger Spieleverlag GmbH",No necessary in-game text,,265.0,Dice Rolling, Paper-and-Pencil,,,1_<= 30
14236,14236,The Cave,306,129351,2012,1868,6.56,1612,230.359477124183,Bad,0.07203808015568422,2.5,5,10,2,60,2328,60,1.37416,102,242,977,2012,Adam Kałuża,"Environmental, Exploration, Maze, Travel","Action Point Allowance System, Modular Board, Set Collection, Tile Placement","Pegasus Spiele, Rebel, uplay.it edizioni",No necessary in-game text,,521.0,Action Point Allowance System, Modular Board, Set Collection, Tile Placement,2_31-60
14250,14250,The City,342,103649,2011,1827,6.55,1674,212.01754385964912,Bad,0.1070891269927097,1.5594,5,10,2,20,2068,20,1.3201399999999999,61,84,326,2011,Thomas Lehmann,"Card Game, City Building","Hand Management, Simultaneous Action Selection","AMIGO, 999 Games, Eagle-Gryphon Games, G3, Gigamic",Moderate in-game text - needs crib sheet or paste ups,,489.0,Hand Management, Simultaneous Action Selection,,,1_<= 30
14285,14285,The Curse of the Black Dice,44,170437,2015,5671,6.36,236,140.04545454545453,Bad,0.13015136126499766,1.7222,4,14,2,20,341,40,1.60674,32,15,104,2015,Alexander Lauck,"Adventure, Dice, Fighting, Nautical, Pirates","Dice Rolling, Set Collection",Board&Dice,No necessary in-game text,,1287.0,Dice Rolling, Set Collection,,,2_31-60
14314,14314,The Dwarf King,276,85250,2011,1924,6.56,1521,238.5434782608696,Bad,0.07544239963864881,1.45,5,10,3,40,2610,40,1.3815600000000001,74,59,351,2011,Bruno Faidutti,"Bluffing, Card Game, Fantasy",Trick-taking,"Delta Vision Publishing, Devir, Galápagos Jogos, Giochi Uniti, Hobby Japan, IELLO, Smart Ltd",Some necessary text - easily memorized or small crib sheet,,529.0,Trick-taking,,,,2_31-60
14362,14362,The Fox in the Forest,668,221965,2017,416,7.38,4175,196.78143712574848,Good,0.12697853568452974,1.5814,2,10,2,30,8896,30,1.15971,108,317,1883,2017,Joshua Buergel,"Animals, Card Game, Fantasy","Hand Management, Trick-taking","Foxtrot Games, Gen-X Games, Lavka Games, Mandoo Games, Reflexshop, Renegade Game Studios, White Goblin Games",Some necessary text - easily memorized or small crib sheet,,66.0,Hand Management, Trick-taking,,,1_<= 30
14371,14371,The Game,944,173090,2015,921,6.72,6308,173.5635593220339,Bad,0.05365075275356102,1.2559,5,8,1,20,9771,20,1.30974,158,79,575,2015,Steffen Benndorf,"Card Game, Number","Cooperative Play, Hand Management","Nürnberger-Spielkarten-Verlag, Pandasaurus Games, Arclight, dV Giochi, Game Factory, IDW Games, MINDOK, Morapiaf, Oya, Popcorn Games, Swan Panasia Co., Ltd., White Goblin Games",No necessary in-game text,,248.0,Cooperative Play, Hand Management,,,1_<= 30
14372,14372,The Game of 49,210,159492,2014,2637,6.48,930,179.56666666666663,Bad,0.0723590561786178,1.6786,5,10,2,45,1808,45,1.3304799999999999,129,37,172,2014,Mark Corsey,Economic,"Area Control / Area Influence, Auction/Bidding, Pattern Building, Pattern Recognition","Breaking Games, Markee Games",Some necessary text - easily memorized or small crib sheet,,722.0,Area Control / Area Influence, Auction/Bidding, Pattern Building, Pattern Recognition,2_31-60
14435,14435,The Great Dinosaur Rush,95,179071,2016,2207,7.17,540,205.9578947368421,Good,0.13222672131509491,2.1667,5,10,2,60,1056,60,1.18255,27,83,378,2016,Scott Almes,,"Set Collection, Stock Holding","APE Games, Cube Factory of Ideas",Some necessary text - easily memorized or small crib sheet,,563.0,Set Collection, Stock Holding,,,2_31-60
14440,14440,The Great Heartland Hauling Co.,449,111417,2013,1105,6.94,2117,202.59910913140308,Bad,0.08951077383932365,1.8667,4,10,2,30,3529,30,1.13763,140,154,545,2013,Jason Kotarski,Transportation,"Hand Management, Modular Board, Pick-up and Deliver",Greater Than Games (Dice Hate Me Games),No necessary in-game text,630.0,260.0,Hand Management, Modular Board, Pick-up and Deliver,,1_<= 30
14457,14457,The Grimm Forest,393,212402,2018,805,7.28,2447,224.0559796437659,Good,0.12995343608703294,1.8571,4,8,2,45,5235,60,1.3822299999999998,82,225,1335,2018,Tim Eisner,"Animals, Fantasy","Set Collection, Simultaneous Action Selection, Take That","Druid City Games, Last Level, Lucky Duck Games, Mirakulus",Moderate in-game text - needs crib sheet or paste ups,,186.0,Set Collection, Simultaneous Action Selection, Take That,,2_31-60
14482,14482,The Hobbit,283,83629,2010,3717,6.0,1526,224.6289752650177,Bad,0.05592593095139276,1.7143,5,8,2,30,3223,45,1.41804,173,26,165,2010,Reiner Knizia,"Adventure, Card Game, Fantasy, Novel-based, Travel","Auction/Bidding, Dice Rolling, Hand Management, Point to Point Movement, Role Playing, Simultaneous Action Selection","999 Games, Devir, Egmont Polska, Fantasy Flight Games, Giochi Uniti, Imagination Games, KOSMOS, Martinex, Peliko, Peliko/Martinex Oy, Piatnik, Sophisticated Games, Zvezda",Moderate in-game text - needs crib sheet or paste ups,,1034.0,Auction/Bidding, Dice Rolling, Hand Management," Point to Point Movement, Role Playing, Simultaneous Action Selection",2_31-60
14558,14558,The Last of the Independents,39,66964,2010,9588,6.35,86,341.02564102564105,Bad,0.1689043030089772,1.6667,6,10,3,90,194,120,1.99993,17,10,26,2010,Patrick Stevens,"Card Game, Economic, Industry / Manufacturing","Area Control / Area Influence, Hand Management, Variable Phase Order, Variable Player Powers",Numbskull Games,Moderate in-game text - needs crib sheet or paste ups,,1536.0,Area Control / Area Influence, Hand Management, Variable Phase Order, Variable Player Powers,3_61-120
14570,14570,The Little Prince: Make Me a Planet,433,134453,2013,944,6.92,2984,200.78290993071602,Bad,0.07962818352053291,1.6013,5,8,2,25,3808,25,1.20328,71,91,511,2013,Antoine Bauza    Bruno Cathala,"Novel-based, Territory Building","Card Drafting, Set Collection","Ludonaute, Asmodee, Asterion Press, Broadway Toys LTD, Gém Klub Kft., Heidelberger Spieleverlag, Hobby Japan, Kaissa Chess & Games, Lautapelit.fi, Lex Games, Lifestyle Boardgames Ltd, Meeple BR Jogos, Rebel, REXhry",No necessary in-game text,,223.0,Card Drafting, Set Collection,,,1_<= 30
14633,14633,The Mind,1191,244992,2018,538,7.04,8353,185.04953820319062,Good,0.08472948523798385,1.0821,4,8,2,15,14656,15,1.6369999999999998,100,239,1620,2018,Wolfgang Warsch,"Card Game, Deduction, Number","Cooperative Play, Hand Management","Nürnberger-Spielkarten-Verlag, Brain Games, Coiledspring Games, dV Giochi, FoxGames, Fractal Juegos, Mercurio, Oya, Pandasaurus Games, Popcorn Games, Swan Panasia Co., Ltd., White Goblin Games",No necessary in-game text,,123.0,Cooperative Play, Hand Management,,,1_<= 30
14724,14724,The Pursuit of Happiness,435,181687,2015,672,7.27,2661,258.3379310344828,Good,0.10057644367732137,2.4861,4,12,1,60,4411,90,1.2044700000000002,124,276,1152,2015,Adrian Abela    David Chircop,Economic,"Simulation, Worker Placement","Artipia Games, Ediciones MasQueOca, Kobold Spieleverlag, Kobold Spieleverlag, Playagame Edizioni, REXhry, Stronghold Games",Some necessary text - easily memorized or small crib sheet,,132.0,Simulation, Worker Placement,,,3_61-120
14726,14726,The Quacks of Quedlinburg,569,244521,2018,269,7.62,4386,275.2372583479789,Good,0.0989518578962148,2.0156,4,10,2,45,7521,45,1.2501,35,910,3188,2018,Wolfgang Warsch,Medieval,"Deck / Pool Building, Press Your Luck","Schmidt Spiele, 999 Games, Compaya.hu - Gamer Café Kft., Devir, G3, North Star Games",Moderate in-game text - needs crib sheet or paste ups,,26.0,Deck / Pool Building, Press Your Luck,,,2_31-60
14727,14727,The Quest for El Dorado,791,217372,2017,264,7.54,5057,248.74841972187104,Good,0.12990366815632926,2.0078,4,10,2,30,8912,60,1.08728,91,615,2527,2017,Reiner Knizia,"Adventure, Racing","Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board","Ravensburger Spieleverlag GmbH, Lavka Games",Some necessary text - easily memorized or small crib sheet,,30.0,Card Drafting, Deck / Pool Building, Grid Movement," Hand Management, Modular Board",2_31-60
14740,14740,The Red Dragon Inn 3,151,66510,2011,1318,7.21,1315,188.5165562913908,Good,0.10217463187658034,1.9722,4,13,2,60,3691,60,1.58463,54,85,368,2011,Cliff Bohm    Geoff Bottone    Jeff Morrow,"Card Game, Fantasy, Humor, Medieval, Party Game","Betting/Wagering, Hand Management, Variable Player Powers","Hobby World, SlugFest Games",Extensive use of text - massive conversion needed to be playable,,362.0,Betting/Wagering, Hand Management, Variable Player Powers,,2_31-60
14758,14758,The River,127,257759,2018,2376,6.68,821,229.96850393700782,Bad,0.07594902751979515,2.0952,4,8,2,30,1244,45,1.20156,28,115,765,2018,Sébastien Pauchon    Ismaël Perrin,Exploration,"Tile Placement, Worker Placement","Days of Wonder, Rebel",No necessary in-game text,1052.0,619.0,Tile Placement, Worker Placement,,,2_31-60
14798,14798,The Siblings Trouble,27,163771,2015,6069,7.24,99,278.6296296296296,Good,0.20211464001267146,2.0,4,8,2,30,309,30,1.4380000000000002,18,14,63,2015,Andy Ashcraft    Eduardo Baraf    Kim Robinson,"Adventure, Card Game, Exploration","Acting, Cooperative Play, Dice Rolling, Role Playing, Storytelling","Pencil First Games, LLC",,,1329.0,Acting, Cooperative Play, Dice Rolling," Role Playing, Storytelling",1_<= 30
14817,14817,The Speicherstadt,948,66505,2010,653,7.05,4459,239.1181434599156,Good,0.08631694686601914,2.2709,5,8,2,45,4500,45,1.2134,162,166,592,2010,Stefan Feld,Economic,"Auction/Bidding, Set Collection","eggertspiele, The Game Master BV, Pegasus Spiele, Swan Panasia Co., Ltd., Z-Man Games, Inc.",No necessary in-game text,392.0,140.0,Auction/Bidding, Set Collection,,,2_31-60
14914,14914,The Witches: A Discworld Game,262,137095,2013,3148,6.16,1526,245.81297709923663,Bad,0.06645637642135435,1.6667,4,13,1,90,3131,90,1.4751100000000001,56,80,456,2013,Martin Wallace,"Fantasy, Novel-based","Cooperative Play, Dice Rolling, Point to Point Movement, Set Collection","Devir, IELLO, Mayfair Games, Paladium Games, PHALANX, REXhry, Treefrog Games, Zvezda",Moderate in-game text - needs crib sheet or paste ups,,929.0,Cooperative Play, Dice Rolling, Point to Point Movement, Set Collection,3_61-120
14919,14919,The World Cup Card Game 2010,85,63743,2010,5341,6.34,251,207.7176470588236,Bad,0.07098981834534407,1.6,8,10,2,75,341,75,1.53239,29,14,25,2010,Shaun Derrick,"Card Game, Sports",Hand Management,Games for the World,Some necessary text - easily memorized or small crib sheet,,1213.0,Hand Management,,,,3_61-120
14934,14934,Thebes: The Tomb Raiders,164,114387,2013,2118,6.89,743,234.17073170731706,Bad,0.08290203516215422,2.0444,4,8,2,30,1497,30,1.15287,84,56,233,2013,Peter Prinz,"Card Game, Exploration, Travel","Card Drafting, Set Collection, Time Track",Queen Games,No necessary in-game text,,528.0,Card Drafting, Set Collection, Time Track,,1_<= 30
14949,14949,Thief's Market,219,182351,2016,2060,6.57,1334,202.0684931506849,Bad,0.0812056649866308,1.8387,5,10,3,30,3544,50,1.3265200000000001,206,15,116,2016,Dave Chalker,"Dice, Fantasy",Dice Rolling,"Tasty Minstrel Games, Arclight, Baldar, Edge Entertainment, Kronos Games (Krogam), Magellan",No necessary in-game text,,584.0,Dice Rolling,,,,2_31-60
14981,14981,This Town Ain't Big Enough for the 2-4 of Us,214,153497,2014,3734,6.08,935,171.00934579439252,Bad,0.08894601881630318,1.36,4,8,2,15,2731,15,1.17045,234,11,71,2014,Jay Cormier    Sen Foong Lim,"Abstract Strategy, American West, Print & Play","Area Control / Area Influence, Area Enclosure, Tile Placement","(Web published), KOI Games, Tasty Minstrel Games",No necessary in-game text,,1000.0,Area Control / Area Influence, Area Enclosure, Tile Placement,,1_<= 30
15001,15001,Three-Dragon Ante: Emperor's Gambit,78,63196,2010,3140,6.66,494,163.4230769230769,Bad,0.09981548616946433,1.8,6,12,2,30,1154,30,1.3296700000000001,44,15,64,2010,Rob Heinsoo,"Card Game, Fantasy","Betting/Wagering, Hand Management, Set Collection",Wizards of the Coast,Extensive use of text - massive conversion needed to be playable,,867.0,Betting/Wagering, Hand Management, Set Collection,,1_<= 30
15043,15043,Ticket to Ride: Germany,72,225244,2017,1628,7.72,587,249.4305555555556,Good,0.1448540285680662,1.8,5,8,2,30,1485,60,1.2059600000000001,7,99,367,2017,Alan R  Moon,"Trains, Transportation","Card Drafting, Hand Management, Route/Network Building, Set Collection","Days of Wonder, Rebel",No necessary in-game text,,354.0,Card Drafting, Hand Management, Route/Network Building, Set Collection,2_31-60
15045,15045,Ticket to Ride: New York,291,253284,2018,964,7.12,1947,184.66666666666663,Good,0.1118604376585433,1.28,4,8,2,10,4578,15,1.15619,50,102,444,2018,Alan R  Moon,Trains,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Days of Wonder, Asterion Press, Edge Entertainment, Galápagos Jogos, Rebel",No necessary in-game text,,205.0,Card Drafting, Hand Management, Route/Network Building, Set Collection,1_<= 30
15047,15047,Ticket to Ride: Rails & Sails,263,202670,2016,821,7.41,1869,256.00760456273764,Good,0.16103119166188745,2.6757,5,10,2,60,4094,120,1.46017,38,223,1047,2016,Alan R  Moon,Trains,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Asterion Press, Days of Wonder, Edge Entertainment, Rebel",No necessary in-game text,,161.0,Card Drafting, Hand Management, Route/Network Building, Set Collection,3_61-120
15070,15070,Tikal II: The Lost Temple,237,67180,2010,1555,6.88,1254,283.3122362869198,Bad,0.09852447327532672,2.6346,4,12,2,60,1917,120,1.2882200000000001,60,141,564,2010,Michael Kiesling    Wolfgang Kramer,"Adventure, Exploration","Hand Management, Modular Board, Route/Network Building, Set Collection","GameWorks SàRL, Asterion Press",No necessary in-game text,768.0,369.0,Hand Management, Modular Board, Route/Network Building, Set Collection,3_61-120
15114,15114,Timeline Challenge,141,173156,2015,1538,7.08,1024,222.11347517730496,Good,0.10405518355673818,1.3,10,10,2,30,2288,30,1.14612,37,81,360,2015,Cyril Demaegd    Frédéric Henry,"Card Game, Educational, Trivia","Betting/Wagering, Simultaneous Action Selection",Asmodee,Some necessary text - easily memorized or small crib sheet,,347.0,Betting/Wagering, Simultaneous Action Selection,,,1_<= 30
15115,15115,Timeline: American History,117,161546,2014,2345,6.71,822,144.28205128205127,Bad,0.13459386156764816,1.1613,8,8,2,15,2185,15,1.20792,20,56,174,2014,Frédéric Henry,"Card Game, Educational, Trivia",,Asmodee,Some necessary text - easily memorized or small crib sheet,,615.0,,,,,1_<= 30
15116,15116,Timeline: Americana,86,161547,2014,2362,6.71,806,125.32558139534883,Bad,0.10345342178301607,1.1364,8,8,2,15,2249,15,1.20593,29,49,134,2014,Frédéric Henry,"Card Game, Educational, Party Game, Trivia",,Asmodee,Some necessary text - easily memorized or small crib sheet,,624.0,,,,,1_<= 30
15119,15119,Timeline: Discoveries,352,99975,2011,1169,6.76,3000,135.60511363636363,Bad,0.10115421971493273,1.1887,8,8,2,15,6012,15,1.15622,57,101,407,2011,Frédéric Henry,"Card Game, Educational, Trivia",,"Asmodee, Asterion Press, Gém Klub Kft., Hazgaard Editions, Rebel, REXhry",Extensive use of text - massive conversion needed to be playable,,296.0,,,,,1_<= 30
15120,15120,Timeline: Diversity,379,131325,2012,1043,6.81,3255,136.2770448548813,Bad,0.12401181688361848,1.0725,8,8,2,15,6628,15,1.12113,67,87,332,2012,Frédéric Henry,"Card Game, Educational, Trivia",,"Asmodee, Asterion Press, Esdevium, Galápagos Jogos, Gém Klub Kft., Lifestyle Boardgames Ltd, More Fun Co., Ltd., Rebel, REXhry",Some necessary text - easily memorized or small crib sheet,,256.0,,,,,1_<= 30
15121,15121,Timeline: Events,418,113401,2011,1026,6.78,3633,144.66507177033492,Bad,0.11810741890714045,1.1121,8,8,2,15,6717,15,1.16075,59,112,442,2011,Frédéric Henry,"Card Game, Educational, Trivia",,"Asmodee, Asterion Press, Esdevium, Gém Klub Kft., Hobby Japan, REXhry, Zygomatic",Some necessary text - easily memorized or small crib sheet,,257.0,,,,,1_<= 30
15122,15122,Timeline: Inventions,857,85256,2010,930,6.71,6484,157.06651108518088,Bad,0.12134220639883216,1.1115,8,8,2,15,10820,15,1.1606,137,96,632,2010,Frédéric Henry,"Card Game, Educational, Trivia",,"Asmodee, Asterion Press, Esdevium, Galápagos Jogos, Gém Klub Kft., Hazgaard Editions, Kaissa Chess & Games, Lifestyle Boardgames Ltd, More Fun Co., Ltd., Rebel, REXhry, Zygomatic",Moderate in-game text - needs crib sheet or paste ups,,240.0,,,,,1_<= 30
